Iteration,Discriminator Loss,Generator Loss
6510,1.281831,0.583794
6520,1.404179,0.509803
6530,1.178549,0.618312
6540,1.152332,0.631880
6550,1.283881,0.725172
6560,1.186392,0.525637
6570,1.122257,0.592425
6580,1.204629,0.662821
6590,1.119621,0.583539
6600,1.171618,0.503924
6610,1.259318,0.620963
6620,1.098935,0.513816
6630,1.274427,0.825381
6640,1.153937,0.491003
6650,1.287618,0.557280
6660,1.285470,0.443771
6670,1.223470,0.560099
6680,1.107742,0.660825
6690,1.177115,0.662067
6700,1.173797,0.641870
6710,1.216098,0.771773
6720,1.144638,0.682524
6730,1.206171,0.743006
6740,1.289150,0.661750
6750,1.157896,0.515359
6760,1.163254,0.449479
6770,1.236158,0.567927
6780,1.176667,0.715250
6790,1.197990,0.656905
6800,1.297745,0.603189
6810,1.336779,0.614095
6820,1.088541,0.665264
6830,1.293499,0.565477
6840,1.201037,0.705082
6850,1.330377,0.585060
6860,1.377249,0.566734
6870,1.201640,0.774033
6880,1.324607,0.589286
6890,1.207032,0.505054
6900,1.225265,0.623917
6910,1.349886,0.788906
6920,1.244585,0.697353
6930,1.340004,0.513059
6940,1.219493,0.706225
6950,1.209152,0.460589
6960,1.196246,0.427803
6970,1.164212,0.623643
6980,1.137143,0.521240
6990,1.299173,0.787688
7000,1.156857,0.418610
7010,1.206424,0.507739
7020,1.213315,0.703361
7030,1.200302,0.723504
7040,1.186408,0.516375
7050,1.290690,0.630233
7060,1.172994,0.546266
7070,1.263197,0.635838
7080,1.343359,0.667508
7090,1.148203,0.616772
7100,1.485198,0.713945
7110,1.152128,0.499783
7120,1.182822,0.669357
7130,1.253466,0.627984
7140,1.166284,0.574635
7150,1.195348,0.522298
7160,1.224967,0.530025
7170,1.127974,0.621094
7180,1.189708,0.764903
7190,1.185839,0.577608
7200,1.144978,0.648886
7210,1.332010,0.672789
7220,1.260175,0.716489
7230,1.226633,0.480353
7240,1.177531,0.774632
7250,1.336539,0.526479
7260,1.241088,0.536119
7270,1.234698,0.706342
7280,1.098415,0.591966
7290,1.244362,0.659491
7300,1.304866,0.536774
7310,1.148458,0.630215
7320,1.214061,0.698977
7330,1.248392,0.504649
7340,1.378459,0.762877
7350,1.249609,0.488745
7360,1.204973,0.662054
7370,1.159646,0.539162
7380,1.210657,0.362057
7390,1.231188,0.663684
7400,1.284030,0.565307
7410,1.224018,0.582535
7420,1.281376,0.621831
7430,1.412833,0.858796
7440,1.195482,0.522309
7450,1.127115,0.505312
7460,1.232969,0.618268
7470,1.173088,0.520966
7480,1.314348,0.655033
7490,1.189614,0.636360
7500,1.196182,0.404884
7510,1.273608,0.606243
7520,1.212475,0.595686
7530,1.227943,0.553288
7540,1.319787,0.618735
7550,1.085823,0.425606
7560,1.160346,0.640183
7570,1.159080,0.562663
7580,1.297165,0.578842
7590,1.158526,0.661450
7600,1.152056,0.599375
7610,1.207861,0.621246
7620,1.185220,0.670664
7630,1.207561,0.700187
7640,1.284451,0.588621
7650,1.312057,0.559912
7660,1.200395,0.558825
7670,1.212388,0.588567
7680,1.428095,0.805680
7690,1.129533,0.447894
7700,1.186235,0.446535
7710,1.132352,0.546515
7720,1.343575,0.673988
7730,1.315896,0.691091
7740,1.348056,0.758235
7750,1.163349,0.696428
7760,1.331756,0.655031
7770,1.174000,0.481023
7780,1.201975,0.566352
7790,1.321959,0.640161
7800,1.247026,0.466727
7810,1.201779,0.515282
7820,1.144945,0.511250
7830,1.182410,0.534247
7840,1.345461,0.655173
7850,1.205373,0.392805
7860,1.254571,0.797939
7870,1.280338,0.765387
7880,1.233807,0.607846
7890,1.246272,0.496291
7900,1.194504,0.493807
7910,1.199102,0.444585
7920,1.210352,0.575532
7930,1.189519,0.648133
7940,1.132040,0.494587
7950,1.382688,0.466363
7960,1.305063,0.659031
7970,1.224743,0.526445
7980,1.129235,0.437874
7990,1.106203,0.497726
8000,1.202439,0.466826
8010,1.213869,0.497973
8020,1.571487,0.496930
8030,1.149369,0.464772
8040,1.178757,0.519846
8050,1.171155,0.668562
8060,1.189155,0.426022
8070,1.299661,0.562426
8080,1.235769,0.612512
8090,1.219791,0.696053
8100,1.271031,0.535962
8110,1.041946,0.487043
8120,1.243617,0.491340
8130,1.156310,0.411406
8140,1.414419,0.535106
8150,1.136068,0.705373
8160,1.250130,0.546441
8170,1.248296,0.672670
8180,1.348124,0.560327
8190,1.288468,0.634507
8200,1.216057,0.720302
8210,1.154091,0.680615
8220,1.177956,0.531376
8230,1.349534,0.612837
8240,1.239652,0.681657
8250,1.255118,0.611160
8260,1.256044,0.516858
8270,1.161694,0.510596
8280,1.159956,0.558088
8290,1.118636,0.475419
8300,1.162841,0.562538
8310,1.259994,0.602428
8320,1.076129,0.425287
8330,1.266824,0.448328
8340,1.260052,0.536260
8350,1.255915,0.498422
8360,1.312172,0.549655
8370,1.280343,0.666858
8380,1.247882,0.596618
8390,1.261440,0.636340
8400,1.205309,0.473507
8410,1.282424,0.733441
8420,1.238258,0.471653
8430,1.219261,0.528946
8440,1.452026,0.566078
8450,1.123986,0.577386
8460,1.157945,0.478780
8470,1.315882,0.814416
8480,1.265125,0.673982
8490,1.258960,0.506218
8500,1.366973,0.589111
8510,1.128575,0.520749
8520,1.297285,0.662679
8530,1.349645,0.661206
8540,1.212708,0.700028
8550,1.184399,0.715864
8560,1.302339,0.592683
8570,1.140201,0.529419
8580,1.169912,0.592215
8590,1.359899,0.613996
8600,1.079746,0.446690
8610,1.316164,0.541993
8620,1.179251,0.496285
8630,1.253701,0.613573
8640,1.160920,0.398427
8650,1.284442,0.595818
8660,1.169744,0.466315
8670,1.187775,0.470495
8680,1.307714,0.675168
8690,1.332149,0.585542
8700,1.315084,0.630448
8710,1.234496,0.653706
8720,1.101594,0.582291
8730,1.154207,0.486573
8740,1.175822,0.524455
8750,1.183667,0.484212
8760,1.314096,0.629272
8770,1.253202,0.662820
8780,1.219323,0.604993
8790,1.193811,0.443264
8800,1.345500,0.513838
8810,1.241596,0.755823
8820,1.142584,0.462397
8830,1.155480,0.619629
8840,1.200363,0.431096
8850,1.175905,0.639686
8860,1.153563,0.609674
8870,1.369523,0.833507
8880,1.266678,0.698638
8890,1.149125,0.452539
8900,1.379369,0.544571
8910,1.261506,0.573670
8920,1.289445,0.502731
8930,1.091620,0.504028
8940,1.101278,0.660392
8950,1.166196,0.539882
8960,1.242780,0.550774
8970,1.153281,0.461414
8980,1.395164,0.562293
8990,1.119396,0.628758
9000,1.376869,0.621336
9010,1.143369,0.447915
9020,1.345286,0.767370
9030,1.368326,0.731212
9040,1.062128,0.534187
9050,1.245143,0.661361
9060,1.151077,0.548774
9070,1.226920,0.621185
9080,1.317625,0.580641
9090,1.196969,0.574375
9100,1.152321,0.522968
9110,1.255130,0.396646
9120,1.200631,0.567543
9130,1.216667,0.437262
9140,1.135394,0.397596
9150,1.135695,0.597599
9160,1.129120,0.615810
9170,1.142124,0.496730
9180,1.411715,0.496035
9190,1.227002,0.527413
9200,1.199450,0.368767
9210,1.095223,0.620957
9220,1.165615,0.468857
9230,1.195340,0.522494
9240,1.168028,0.533848
9250,1.144145,0.395795
9260,1.123296,0.445986
9270,1.274826,0.774472
9280,1.138019,0.661911
9290,1.114741,0.592809
9300,1.258836,0.670420
9310,1.341254,0.491547
9320,1.284914,0.737776
9330,1.261001,0.516878
9340,1.239470,0.502609
9350,1.320703,0.767505
9360,1.315730,0.608901
9370,1.172436,0.419855
9380,1.277176,0.692164
9390,1.104048,0.492736
9400,1.229033,0.500530
9410,1.100743,0.486574
9420,1.350694,0.628713
9430,1.194526,0.550228
9440,1.278315,0.380069
9450,1.468951,0.831827
9460,1.239691,0.679248
9470,1.282872,0.607962
9480,1.269984,0.642264
9490,1.168025,0.528647
9500,1.157514,0.502341
9510,1.313111,0.669047
9520,1.324770,0.512385
9530,1.319314,0.528470
9540,1.173421,0.449523
9550,1.406800,0.780302
9560,1.303355,0.509305
9570,1.251515,0.564979
9580,1.302300,0.672863
9590,1.260757,0.562286
9600,1.237308,0.544255
9610,1.289858,0.700942
9620,1.347183,0.703442
9630,1.259865,0.373508
9640,1.192203,0.518131
9650,1.153410,0.647083
9660,1.259437,0.464150
9670,1.210463,0.548884
9680,1.113341,0.413662
9690,1.289905,0.699044
9700,1.274346,0.580525
9710,1.154424,0.565290
9720,1.133670,0.408192
9730,1.318549,0.662260
9740,1.220930,0.520533
9750,1.272080,0.543684
9760,1.194365,0.529210
9770,1.270799,0.677085
9780,1.267290,0.558499
9790,1.086106,0.627748
9800,1.060441,0.527183
9810,1.062176,0.555917
9820,1.219740,0.551024
9830,1.161130,0.661344
9840,1.133346,0.373752
9850,1.279305,0.541083
9860,1.418802,0.677924
9870,1.234644,0.616851
9880,1.061871,0.609939
9890,1.365952,0.567767
9900,1.287500,0.557329
9910,1.222643,0.553307
9920,1.359581,0.610368
9930,1.148173,0.602314
9940,1.107975,0.503875
9950,1.180219,0.550206
9960,1.083597,0.558537
9970,1.074820,0.453659
9980,1.214293,0.349291
9990,1.050271,0.523559
10000,1.147785,0.611056
